Column number;id_doc;original_name;normalized_name;latitude;longitude;id_wkd;type_place;longTitle;shortTitle;pubPlace;printer;date;type_text;genre;url
53;Ner_BCN_005;Junqueras;Monasterio de Jonqueres;41,38773;2,1742;Q3354707;Monumentos/edificios;Romance famoso que hizo un forsado llamado Francisco Marcos, vezino de la muy Ilustre Ciudad de Barcelona, al despedirse, nombrando las particularidades de ella ;Romance famoso que hizo un forsado;Barcelona;Herederos de Juan Jolis;[s.a.];Romances;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_005.xml
54;Ner_BCN_005;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;Romance famoso que hizo un forsado llamado Francisco Marcos, vezino de la muy Ilustre Ciudad de Barcelona, al despedirse, nombrando las particularidades de ella ;Romance famoso que hizo un forsado;Barcelona;Herederos de Juan Jolis;[s.a.];Romances;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_005.xml
55;Ner_BCN_005;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;Romance famoso que hizo un forsado llamado Francisco Marcos, vezino de la muy Ilustre Ciudad de Barcelona, al despedirse, nombrando las particularidades de ella ;Romance famoso que hizo un forsado;Barcelona;Herederos de Juan Jolis;[s.a.];Romances;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_005.xml
56;Ner_BCN_005;Lepanto;Naupacto;38,39166667;21,8275;Q782278;Pueblos/ciudades/regiones;Romance famoso que hizo un forsado llamado Francisco Marcos, vezino de la muy Ilustre Ciudad de Barcelona, al despedirse, nombrando las particularidades de ella ;Romance famoso que hizo un forsado;Barcelona;Herederos de Juan Jolis;[s.a.];Romances;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_005.xml
57;Ner_BCN_005;Monte-Sion;Monte Sion;31,77166667;35,22861111;Q332444;Sitios naturales;Romance famoso que hizo un forsado llamado Francisco Marcos, vezino de la muy Ilustre Ciudad de Barcelona, al despedirse, nombrando las particularidades de ella ;Romance famoso que hizo un forsado;Barcelona;Herederos de Juan Jolis;[s.a.];Romances;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_005.xml
58;Ner_BCN_006;Belén;Belén;31,70444444;35,20611111;Q5776;Pueblos/ciudades/regiones;Coplas al sagrado nacimiento del Niño Jesus en el Portal de Belén;;Barcelona;Juan Jolis;[s.a.];Coplas;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_006.xml
59;Ner_BCN_006;Belén;Belén;31,70444444;35,20611111;Q5776;Pueblos/ciudades/regiones;Coplas al sagrado nacimiento del Niño Jesus en el Portal de Belén;;Barcelona;Juan Jolis;[s.a.];Coplas;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_006.xml
61;Ner_BCN_006;Belén;Belén;31,70444444;35,20611111;Q5776;Pueblos/ciudades/regiones;Coplas al sagrado nacimiento del Niño Jesus en el Portal de Belén;;Barcelona;Juan Jolis;[s.a.];Coplas;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_006.xml
62;Ner_BCN_007;Padua;Padua;45,40638889;11,87777778;Q617;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
63;Ner_BCN_007;Lisboa;Lisboa;38,708042;-9,139016;Q597;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
64;Ner_BCN_007;Portugal;Portugal;38,7;-9,183333333;Q45;Países/reinos/imperios/continentes;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
65;Ner_BCN_007;Cohimbra;Coímbra;40,21111111;-8,428888889;Q45412;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
66;Ner_BCN_007;Marruecos;Marruecos;32;-6;Q1028;Países/reinos/imperios/continentes;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
67;Ner_BCN_007;Cohimbra;Coímbra;40,21111111;-8,428888889;Q45412;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
68;Ner_BCN_007;Africa;África;21,09375;7,1881;Q15;Países/reinos/imperios/continentes;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
69;Ner_BCN_007;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
70;Ner_BCN_007;Sicilia;Sicilia;37,59995833;14,01537778;Q1460;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
71;Ner_BCN_007;Assis;Asís;43,07;12,6175;Q20103;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
73;Ner_BCN_007;Forli;Forlì;44,2225;12,04083333;Q13367;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
74;Ner_BCN_007;Padua;Padua;45,40638889;11,87777778;Q617;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
75;Ner_BCN_007;Padua;Padua;45,40638889;11,87777778;Q617;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
76;Ner_BCN_007;Ciudad de Armino;Rímini;44,05944444;12,56833333;Q13369;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
77;Ner_BCN_007;Bolonia;Bolonia;44,49388889;11,34277778;Q1891;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
78;Ner_BCN_007;Padua;Padua;45,40638889;11,87777778;Q617;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
79;Ner_BCN_007;Padua;Padua;45,40638889;11,87777778;Q617;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
80;Ner_BCN_007;Padua;Padua;45,40638889;11,87777778;Q617;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
81;Ner_BCN_007;Lisboa;Lisboa;38,708042;-9,139016;Q597;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
82;Ner_BCN_007;Padua;Padua;45,40638889;11,87777778;Q617;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
83;Ner_BCN_007;Padua;Padua;45,40638889;11,87777778;Q617;Pueblos/ciudades/regiones;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
72;Ner_BCN_007;Monte de Paulo;Montepaolo;44,15444444;11,88008333;Q3862311;Monumentos/edificios;Nueva relacion, y curioso romance, en que se da cuenta, y declara la maravillosa Vida se San Antonio de Padua, y lo demás que verá el curioso Lector.;Nueva relacion;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_007.xml
85;Ner_BCN_010;Sion;Monte Sion;31,77166667;35,22861111;Q332444;Sitios naturales;Testamento de Christo. A la fin el devoto Romance à la Assumpcion de la Virgen;Testamento de Christo;Barcelona;Herederos de Juan Jolis;[s.a.];Testamentos;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_010.xml
86;Ner_BCN_011;Tarragona;Tarragona;41,1175;1,252777778;Q15088;Pueblos/ciudades/regiones;" Nueva relacion, y curioso romance, en que se declara como un Cavallero natural de Tarragona, por sus travesuras dexó su Patria, y Padres, y se fue a la Corte del Emperador de Alemania en donde tomó plaza de Soldado; y por sus buenos servicios, le honró su Magestad con el empleo de Capitan. Refiere como a los 58. años de su edad pidió licencia a su magestad Imperial para bolverse a su Patria; y concedida que fue halló sus Padres difuntos, y su patrimonio enagenado: y puesto en litigio tuvo infeliz sentencia: Por lo que la Divina Magestad permitió que un Demonio lo entrasse en el Infierno, para que un Condenado declarasse donde estavan los papeles instrumentos de su Legitima. Sucedió dia 4. de Enero 1756.";Nueva relacion, y curioso romance;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_011.xml
87;Ner_BCN_011;Alemania;Alemania;51;10;Q183;Países/reinos/imperios/continentes;" Nueva relacion, y curioso romance, en que se declara como un Cavallero natural de Tarragona, por sus travesuras dexó su Patria, y Padres, y se fue a la Corte del Emperador de Alemania en donde tomó plaza de Soldado; y por sus buenos servicios, le honró su Magestad con el empleo de Capitan. Refiere como a los 58. años de su edad pidió licencia a su magestad Imperial para bolverse a su Patria; y concedida que fue halló sus Padres difuntos, y su patrimonio enagenado: y puesto en litigio tuvo infeliz sentencia: Por lo que la Divina Magestad permitió que un Demonio lo entrasse en el Infierno, para que un Condenado declarasse donde estavan los papeles instrumentos de su Legitima. Sucedió dia 4. de Enero 1756.";Nueva relacion, y curioso romance;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_011.xml
88;Ner_BCN_011;Tarragona;Tarragona;41,1175;1,252777778;Q15088;Pueblos/ciudades/regiones;" Nueva relacion, y curioso romance, en que se declara como un Cavallero natural de Tarragona, por sus travesuras dexó su Patria, y Padres, y se fue a la Corte del Emperador de Alemania en donde tomó plaza de Soldado; y por sus buenos servicios, le honró su Magestad con el empleo de Capitan. Refiere como a los 58. años de su edad pidió licencia a su magestad Imperial para bolverse a su Patria; y concedida que fue halló sus Padres difuntos, y su patrimonio enagenado: y puesto en litigio tuvo infeliz sentencia: Por lo que la Divina Magestad permitió que un Demonio lo entrasse en el Infierno, para que un Condenado declarasse donde estavan los papeles instrumentos de su Legitima. Sucedió dia 4. de Enero 1756.";Nueva relacion, y curioso romance;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_011.xml
89;Ner_BCN_011;Cataluña;Cataluña;41,8375;1,537777778;Q5705;Pueblos/ciudades/regiones;" Nueva relacion, y curioso romance, en que se declara como un Cavallero natural de Tarragona, por sus travesuras dexó su Patria, y Padres, y se fue a la Corte del Emperador de Alemania en donde tomó plaza de Soldado; y por sus buenos servicios, le honró su Magestad con el empleo de Capitan. Refiere como a los 58. años de su edad pidió licencia a su magestad Imperial para bolverse a su Patria; y concedida que fue halló sus Padres difuntos, y su patrimonio enagenado: y puesto en litigio tuvo infeliz sentencia: Por lo que la Divina Magestad permitió que un Demonio lo entrasse en el Infierno, para que un Condenado declarasse donde estavan los papeles instrumentos de su Legitima. Sucedió dia 4. de Enero 1756.";Nueva relacion, y curioso romance;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_011.xml
90;Ner_BCN_011;España;España;40,2;-3,5;Q29;Países/reinos/imperios/continentes;" Nueva relacion, y curioso romance, en que se declara como un Cavallero natural de Tarragona, por sus travesuras dexó su Patria, y Padres, y se fue a la Corte del Emperador de Alemania en donde tomó plaza de Soldado; y por sus buenos servicios, le honró su Magestad con el empleo de Capitan. Refiere como a los 58. años de su edad pidió licencia a su magestad Imperial para bolverse a su Patria; y concedida que fue halló sus Padres difuntos, y su patrimonio enagenado: y puesto en litigio tuvo infeliz sentencia: Por lo que la Divina Magestad permitió que un Demonio lo entrasse en el Infierno, para que un Condenado declarasse donde estavan los papeles instrumentos de su Legitima. Sucedió dia 4. de Enero 1756.";Nueva relacion, y curioso romance;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_011.xml
91;Ner_BCN_011;Alemania;Alemania;51;10;Q183;Países/reinos/imperios/continentes;" Nueva relacion, y curioso romance, en que se declara como un Cavallero natural de Tarragona, por sus travesuras dexó su Patria, y Padres, y se fue a la Corte del Emperador de Alemania en donde tomó plaza de Soldado; y por sus buenos servicios, le honró su Magestad con el empleo de Capitan. Refiere como a los 58. años de su edad pidió licencia a su magestad Imperial para bolverse a su Patria; y concedida que fue halló sus Padres difuntos, y su patrimonio enagenado: y puesto en litigio tuvo infeliz sentencia: Por lo que la Divina Magestad permitió que un Demonio lo entrasse en el Infierno, para que un Condenado declarasse donde estavan los papeles instrumentos de su Legitima. Sucedió dia 4. de Enero 1756.";Nueva relacion, y curioso romance;Barcelona;Herederos de Juan Jolis;[s.a.];Relaciones;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/BCN_011.xml
